order_id,vendor_id,order_date,item_count,gross_order_value,delivery_fee,discount_amount,is_cancelled,payment_method,customer_id,net_order_value,affordability_score
ORD0031010,V00195,2023-06-12,7,15.81,2.3,0.15,0,wallet,C014085,15.66,0.868
ORD0031011,V00305,2023-09-07,4,66.34,5.22,13.83,0,card,C013203,52.51,0.447
ORD0031012,V00707,2024-09-04,3,91.32,1.88,5.61,0,card,C005976,85.71,0.239
ORD0031013,V00973,2023-09-18,5,78.99,2.89,12.49,0,card,C010613,66.5,0.342
ORD0031014,V00345,2023-12-10,5,82.97,1.11,14.0,0,wallet,C000856,68.97,0.309
ORD0031015,V00082,2024-02-26,3,70.78,1.96,10.39,1,wallet,C008597,60.39,0.41
ORD0031016,V00001,2024-11-26,3,106.36,4.16,4.71,0,card,C003474,101.65,0.114
ORD0031017,V00167,2023-10-18,5,108.15,3.5,3.05,0,card,C012834,105.1,0.099
ORD0031018,V00317,2023-12-08,4,74.64,4.75,3.13,0,card,C007176,71.51,0.378
ORD0031019,V00183,2023-05-10,4,89.1,0.56,6.51,0,card,C013760,82.59,0.257
ORD0031020,V00965,2023-08-10,4,58.18,5.93,12.87,1,card,C004405,45.31,0.515
ORD0031021,V00898,2023-11-08,2,35.97,4.33,9.95,0,cash,C013871,26.02,0.7
ORD0031022,V00862,2023-07-10,6,78.17,0.19,11.16,0,cash,C003643,67.01,0.349
ORD0031023,V00273,2024-05-27,6,98.74,1.8,14.96,0,cash,C002377,83.78,0.177
ORD0031024,V00669,2024-02-14,7,35.2,1.23,7.38,0,card,C012030,27.82,0.707
ORD0031025,V00373,2023-11-02,2,76.98,2.23,6.13,0,cash,C000826,70.85,0.358
ORD0031026,V00362,2023-11-02,7,76.59,5.92,9.93,0,card,C012317,66.66,0.362
ORD0031027,V00900,2024-09-16,4,110.66,0.83,7.04,1,card,C014822,103.62,0.078
ORD0031028,V00201,2024-03-29,5,92.32,5.1,12.1,1,card,C014557,80.22,0.231
ORD0031029,V00192,2024-03-14,2,98.3,5.53,0.89,0,wallet,C000856,97.41,0.181
ORD0031030,V00341,2023-01-06,1,70.66,2.66,12.57,0,cash,C006557,58.09,0.411
ORD0031031,V00299,2023-06-27,6,88.69,3.07,7.08,0,card,C010793,81.61,0.261
ORD0031032,V00506,2023-09-28,2,33.15,2.57,10.56,0,card,C000073,22.59,0.724
ORD0031033,V00588,2024-08-20,5,71.66,2.56,2.67,0,wallet,C013611,68.99,0.403
ORD0031034,V00140,2024-06-08,5,81.16,5.76,10.04,0,card,C010619,71.12,0.324
ORD0031035,V00306,2024-03-16,3,100.89,1.21,1.04,0,card,C012810,99.85,0.159
ORD0031036,V00196,2024-03-15,5,24.06,5.85,0.11,1,wallet,C009024,23.95,0.799
ORD0031037,V00061,2023-07-17,7,42.58,5.04,8.53,1,card,C004040,34.05,0.645
ORD0031038,V00988,2023-10-02,4,96.02,4.18,9.83,0,wallet,C000033,86.19,0.2
ORD0031039,V00969,2023-06-28,7,54.94,0.07,10.05,0,card,C010471,44.89,0.542
ORD0031040,V00360,2023-02-25,5,60.71,4.12,9.83,1,card,C007449,50.88,0.494
ORD0031041,V00307,2024-08-20,2,76.22,1.18,2.85,0,wallet,C007988,73.37,0.365
ORD0031042,V00480,2024-01-01,2,88.63,0.09,6.45,0,wallet,C003985,82.18,0.261
ORD0031043,V00333,2023-09-11,2,38.15,5.91,11.28,0,cash,C007123,26.87,0.682
ORD0031044,V00866,2024-03-23,5,104.35,5.48,13.52,0,card,C012234,90.83,0.13
ORD0031045,V00083,2024-04-09,4,46.88,2.58,5.01,0,cash,C010883,41.87,0.609
ORD0031046,V00334,2024-10-13,6,35.0,4.35,6.48,0,card,C006256,28.52,0.708
ORD0031047,V00517,2024-11-17,4,85.45,5.5,0.36,0,cash,C007914,85.09,0.288
ORD0031048,V00731,2024-04-29,3,46.38,1.43,9.93,0,cash,C012460,36.45,0.613
ORD0031049,V00924,2024-10-02,1,63.23,5.57,3.76,0,card,C005955,59.47,0.473
ORD0031050,V00766,2023-09-06,4,42.98,2.12,10.69,0,card,C008319,32.29,0.642
ORD0031051,V00474,2023-10-11,7,103.15,4.39,14.02,0,card,C005829,89.13,0.14
ORD0031052,V00394,2024-11-08,6,62.46,0.35,1.44,0,card,C009529,61.02,0.479
ORD0031053,V00600,2024-08-09,6,12.52,2.33,9.42,0,card,C008501,3.1,0.896
ORD0031054,V00721,2024-07-17,2,11.52,2.82,7.74,0,cash,C007238,3.78,0.904
ORD0031055,V00692,2024-10-14,3,46.96,0.13,11.73,0,card,C014825,35.23,0.609
ORD0031056,V00720,2024-10-02,6,51.87,4.87,1.27,1,wallet,C007972,50.6,0.568
ORD0031057,V00785,2024-01-05,4,9.3,1.3,14.98,1,cash,C001534,-5.68,0.922
ORD0031058,V00577,2023-07-01,4,103.03,5.33,6.79,0,card,C011915,96.24,0.141
ORD0031059,V00380,2024-09-28,7,63.26,4.86,3.9,1,wallet,C012020,59.36,0.473
ORD0031060,V00021,2024-04-28,1,68.0,4.6,6.72,0,card,C014938,61.28,0.433
ORD0031061,V00950,2023-08-26,1,79.96,4.12,3.31,0,wallet,C012042,76.65,0.334
ORD0031062,V00879,2023-12-31,1,30.02,2.58,9.95,1,card,C005197,20.07,0.75
ORD0031063,V00177,2024-02-19,4,65.14,0.31,12.11,0,cash,C007665,53.03,0.457
ORD0031064,V00363,2023-04-05,6,30.63,5.68,2.53,1,wallet,C013771,28.1,0.745
ORD0031065,V00022,2023-12-09,7,52.76,3.2,3.2,0,card,C003840,49.56,0.56
ORD0031066,V00837,2024-12-05,4,77.09,4.6,0.89,0,card,C003708,76.2,0.358
ORD0031067,V00960,2023-07-01,2,32.12,3.82,6.69,0,card,C003812,25.43,0.732
ORD0031068,V00548,2024-01-28,5,106.61,5.07,1.47,1,card,C005446,105.14,0.112
ORD0031069,V00250,2024-02-18,1,38.78,4.34,14.98,0,cash,C003644,23.8,0.677
ORD0031070,V00661,2024-01-15,2,39.93,2.18,13.6,0,card,C008218,26.33,0.667
ORD0031071,V00952,2023-12-07,2,110.93,5.26,8.19,0,card,C003472,102.74,0.076
ORD0031072,V00073,2024-07-30,6,49.76,1.2,2.89,0,card,C008173,46.87,0.585
ORD0031073,V00091,2023-03-09,3,20.7,2.38,2.03,0,card,C012548,18.67,0.827
ORD0031074,V00176,2023-10-01,2,54.17,2.84,9.21,0,cash,C009664,44.96,0.549
ORD0031075,V00126,2024-05-14,1,43.99,5.73,8.88,0,card,C000611,35.11,0.633
ORD0031076,V00204,2024-02-04,5,61.94,2.14,4.37,0,card,C003021,57.57,0.484
ORD0031077,V00914,2023-06-11,7,75.46,3.01,13.32,0,card,C004042,62.14,0.371
ORD0031078,V00246,2024-01-14,2,42.91,2.54,10.61,0,card,C008752,32.3,0.642
ORD0031079,V00611,2023-09-10,7,86.79,4.75,2.3,0,card,C011852,84.49,0.277
ORD0031080,V00271,2024-10-16,4,39.82,0.27,1.46,0,cash,C012259,38.36,0.668
ORD0031081,V00044,2024-06-07,4,101.45,3.24,9.09,0,card,C009702,92.36,0.155
ORD0031082,V00734,2023-03-04,2,115.64,2.84,13.05,0,card,C014984,102.59,0.036
ORD0031083,V00941,2024-09-26,1,6.57,2.72,5.8,1,wallet,C004769,0.77,0.945
ORD0031084,V00609,2024-03-02,6,18.39,3.21,14.63,0,cash,C012802,3.76,0.847
ORD0031085,V00548,2024-03-02,6,63.66,4.97,0.12,0,card,C011058,63.54,0.469
ORD0031086,V00168,2023-11-04,5,76.65,2.05,3.16,0,cash,C000918,73.49,0.361
ORD0031087,V00435,2023-04-18,5,109.72,2.83,10.62,0,card,C005350,99.1,0.086
ORD0031088,V00030,2023-09-30,1,77.51,5.33,13.4,0,card,C007157,64.11,0.354
ORD0031089,V00794,2024-04-29,4,104.39,5.48,9.91,0,wallet,C009735,94.48,0.13
ORD0031090,V00597,2024-01-14,4,65.07,5.04,3.44,0,cash,C011984,61.63,0.458
ORD0031091,V00357,2023-08-13,6,84.31,4.27,1.94,0,cash,C004743,82.37,0.297
ORD0031092,V00491,2023-09-13,7,111.2,5.78,13.24,0,card,C011126,97.96,0.073
ORD0031093,V00633,2024-02-19,6,82.91,5.1,3.77,0,cash,C013625,79.14,0.309
ORD0031094,V00799,2024-08-18,3,60.51,5.3,13.46,0,card,C007513,47.05,0.496
ORD0031095,V00248,2024-12-15,2,73.18,0.53,11.82,0,card,C006223,61.36,0.39
ORD0031096,V00696,2024-01-15,6,54.48,0.52,13.59,0,card,C012486,40.89,0.546
ORD0031097,V00253,2023-06-13,2,22.26,3.85,4.5,0,cash,C001717,17.76,0.814
ORD0031098,V00957,2023-10-23,6,93.57,5.26,4.84,0,card,C010026,88.73,0.22
ORD0031099,V00785,2024-03-28,7,52.66,0.97,3.92,0,card,C002766,48.74,0.561
ORD0031100,V00721,2023-10-05,4,15.9,2.04,2.76,0,cash,C007592,13.14,0.867
ORD0031101,V00866,2024-02-08,2,85.96,5.78,3.34,0,card,C012098,82.62,0.284
ORD0031102,V00382,2024-03-20,1,92.87,3.91,10.78,0,card,C014519,82.09,0.226
ORD0031103,V00536,2023-11-22,5,17.11,3.83,9.45,0,card,C008594,7.66,0.857
ORD0031104,V00634,2024-11-13,6,57.43,3.67,8.43,0,card,C001963,49.0,0.521
ORD0031105,V00737,2023-08-27,3,60.35,4.07,10.58,0,cash,C002514,49.77,0.497
ORD0031106,V00900,2023-12-13,1,31.97,0.91,10.74,0,wallet,C012176,21.23,0.734
ORD0031107,V00905,2023-08-02,1,96.9,4.29,8.45,0,card,C011085,88.45,0.192
ORD0031108,V00898,2024-07-28,1,66.04,0.44,8.66,0,card,C014770,57.38,0.45
ORD0031109,V00419,2024-08-17,2,70.82,1.45,11.96,0,card,C000720,58.86,0.41
ORD0031110,V00123,2024-12-16,5,46.17,4.55,7.6,0,card,C007560,38.57,0.615
ORD0031111,V00294,2024-12-06,7,33.23,3.15,3.48,0,card,C009923,29.75,0.723
ORD0031112,V00685,2024-12-17,7,97.25,2.34,13.64,0,wallet,C010355,83.61,0.19
ORD0031113,V00143,2024-02-22,3,66.29,3.93,6.88,0,card,C006567,59.41,0.448
ORD0031114,V00938,2023-05-11,4,32.7,5.83,11.49,0,card,C002536,21.21,0.727
ORD0031115,V00899,2024-10-11,1,54.0,0.71,0.23,0,card,C004586,53.77,0.55
ORD0031116,V00511,2024-08-13,1,68.92,0.77,6.01,0,wallet,C008864,62.91,0.426
ORD0031117,V00927,2024-07-18,7,68.84,2.01,5.36,0,card,C000590,63.48,0.426
ORD0031118,V00948,2023-12-14,1,69.14,5.08,2.49,0,wallet,C014407,66.65,0.424
ORD0031119,V00681,2023-09-13,4,24.45,3.94,5.25,0,card,C009412,19.2,0.796
ORD0031120,V00057,2023-06-07,7,68.81,4.37,14.24,0,wallet,C013068,54.57,0.427
ORD0031121,V00042,2023-10-24,6,44.76,4.62,14.49,0,card,C010055,30.27,0.627
ORD0031122,V00821,2023-07-27,2,70.22,2.61,14.17,0,cash,C005787,56.05,0.415
ORD0031123,V00631,2024-12-25,2,81.65,1.78,14.39,0,card,C002594,67.26,0.32
ORD0031124,V00121,2024-02-02,5,31.5,4.21,12.24,0,cash,C002620,19.26,0.737
ORD0031125,V00824,2024-05-20,2,18.87,2.82,5.45,0,cash,C004296,13.42,0.843
ORD0031126,V00763,2024-08-29,2,74.51,5.88,7.52,0,cash,C010765,66.99,0.379
ORD0031127,V00343,2023-06-04,3,84.7,1.7,9.57,0,card,C002177,75.13,0.294
ORD0031128,V00332,2023-11-01,3,104.58,2.72,7.18,0,cash,C012360,97.4,0.128
ORD0031129,V00456,2023-04-16,7,33.29,0.7,6.37,0,card,C007448,26.92,0.723
ORD0031130,V00437,2023-12-13,2,19.25,1.68,12.18,0,wallet,C005370,7.07,0.84
ORD0031131,V00341,2024-05-01,3,116.95,2.56,2.62,1,card,C006991,114.33,0.025
ORD0031132,V00341,2023-03-25,6,9.6,1.95,5.9,0,wallet,C001898,3.7,0.92
ORD0031133,V00416,2023-06-10,5,52.86,1.93,9.11,0,card,C014256,43.75,0.559
ORD0031134,V00849,2024-10-18,2,61.74,5.84,10.66,0,card,C007371,51.08,0.485
ORD0031135,V00182,2024-04-13,3,86.74,3.63,0.79,0,cash,C011742,85.95,0.277
ORD0031136,V00677,2024-10-22,4,98.3,1.4,2.27,0,wallet,C004022,96.03,0.181
ORD0031137,V00984,2024-12-15,3,69.13,0.03,3.91,0,card,C014713,65.22,0.424
ORD0031138,V00264,2024-03-04,3,8.32,5.35,5.33,0,card,C007318,2.99,0.931
ORD0031139,V00210,2023-07-21,7,119.79,3.64,5.97,0,cash,C002478,113.82,0.002
ORD0031140,V00523,2024-10-02,4,78.58,1.67,2.12,0,card,C000891,76.46,0.345
ORD0031141,V00182,2024-07-14,5,100.63,1.74,11.2,0,cash,C001293,89.43,0.161
ORD0031142,V00444,2023-08-18,4,52.68,1.66,2.03,0,cash,C007798,50.65,0.561
ORD0031143,V00251,2023-11-28,5,11.01,1.42,4.98,0,cash,C013945,6.03,0.908
ORD0031144,V00138,2023-10-05,6,14.51,0.94,5.18,0,wallet,C011910,9.33,0.879
ORD0031145,V00218,2023-08-06,7,93.68,0.56,5.56,0,card,C011360,88.12,0.219
ORD0031146,V00751,2024-11-06,4,29.44,1.74,4.53,0,cash,C013604,24.91,0.755
ORD0031147,V00454,2023-10-21,5,103.48,5.22,1.31,0,card,C000373,102.17,0.138
ORD0031148,V00883,2024-02-25,5,34.02,0.68,5.23,0,wallet,C001043,28.79,0.716
ORD0031149,V00849,2024-07-15,1,34.81,1.58,11.25,0,cash,C001841,23.56,0.71
ORD0031150,V00087,2023-12-03,7,16.25,1.75,12.15,0,card,C007311,4.1,0.865
ORD0031151,V00810,2024-05-27,1,21.15,1.86,9.96,0,cash,C005263,11.19,0.824
ORD0031152,V00293,2024-03-15,3,19.63,1.38,14.31,0,wallet,C010454,5.32,0.836
ORD0031153,V00092,2023-09-10,4,9.85,0.93,9.07,0,cash,C005409,0.78,0.918
ORD0031154,V00208,2024-11-15,5,32.23,1.46,2.76,0,card,C005455,29.47,0.731
ORD0031155,V00204,2024-08-14,1,7.59,5.37,11.42,0,cash,C011363,-3.83,0.937
ORD0031156,V00186,2023-01-27,3,85.9,2.98,0.1,0,card,C006414,85.8,0.284
ORD0031157,V00085,2024-02-27,3,75.87,5.53,7.77,0,card,C007450,68.1,0.368
ORD0031158,V00827,2023-04-14,3,24.8,4.06,12.64,0,wallet,C007531,12.16,0.793
ORD0031159,V00664,2024-02-07,1,104.15,3.03,1.91,0,card,C014296,102.24,0.132
ORD0031160,V00156,2024-07-05,6,37.85,2.41,9.29,0,cash,C004822,28.56,0.685
ORD0031161,V00293,2023-05-31,2,66.6,5.23,7.88,0,card,C007863,58.72,0.445
ORD0031162,V00533,2023-10-31,7,98.27,3.17,7.41,0,card,C004060,90.86,0.181
ORD0031163,V00161,2024-08-02,7,47.45,1.98,9.56,0,card,C006036,37.89,0.605
ORD0031164,V00386,2024-04-26,6,33.87,0.13,6.43,0,cash,C001834,27.44,0.718
ORD0031165,V00485,2024-08-27,6,103.98,3.24,4.5,0,cash,C000707,99.48,0.133
ORD0031166,V00503,2024-10-16,3,13.52,3.72,11.62,0,wallet,C014581,1.9,0.887
ORD0031167,V00851,2023-08-31,7,79.8,3.7,6.45,0,card,C006859,73.35,0.335
ORD0031168,V00156,2024-09-22,7,101.45,5.08,7.42,0,card,C007427,94.03,0.155
ORD0031169,V00143,2024-09-15,2,86.67,3.1,3.92,0,cash,C011723,82.75,0.278
ORD0031170,V00769,2024-07-13,2,48.04,4.65,4.06,0,card,C004976,43.98,0.6
ORD0031171,V00619,2024-11-04,2,114.34,4.55,10.63,0,card,C014197,103.71,0.047
ORD0031172,V00284,2023-03-21,3,20.62,0.57,4.51,0,card,C004868,16.11,0.828
ORD0031173,V00562,2024-03-01,5,86.83,2.71,14.53,0,wallet,C004267,72.3,0.276
ORD0031174,V00035,2023-04-09,2,87.58,2.9,2.14,0,card,C011333,85.44,0.27
ORD0031175,V00224,2023-12-29,1,75.42,4.36,8.71,0,cash,C009910,66.71,0.371
ORD0031176,V00668,2023-08-18,1,60.85,2.0,11.88,0,cash,C012936,48.97,0.493
ORD0031177,V00393,2024-11-20,2,114.52,4.84,8.68,0,card,C009921,105.84,0.046
ORD0031178,V00408,2024-05-27,2,58.63,3.59,1.15,1,card,C012947,57.48,0.511
ORD0031179,V00703,2023-03-27,2,43.31,0.56,8.89,0,card,C008325,34.42,0.639
ORD0031180,V00388,2023-04-14,7,64.22,3.01,1.48,0,cash,C009235,62.74,0.465
ORD0031181,V00696,2024-02-08,1,97.11,4.82,6.9,0,wallet,C000696,90.21,0.191
ORD0031182,V00749,2024-06-11,4,23.75,5.55,11.32,0,wallet,C012870,12.43,0.802
ORD0031183,V00297,2024-11-02,5,47.61,0.36,7.03,0,card,C011621,40.58,0.603
ORD0031184,V00323,2023-07-21,4,70.05,3.51,12.95,0,card,C008044,57.1,0.416
ORD0031185,V00816,2024-12-12,1,101.95,4.77,4.78,0,card,C002040,97.17,0.15
ORD0031186,V00854,2024-04-17,1,51.04,2.29,10.64,0,wallet,C011486,40.4,0.575
ORD0031187,V00488,2023-04-01,3,68.31,2.35,2.16,0,cash,C006531,66.15,0.431
ORD0031188,V00570,2023-01-30,4,19.09,4.74,13.08,0,wallet,C007999,6.01,0.841
ORD0031189,V00039,2023-09-08,2,15.82,0.21,13.12,0,cash,C010288,2.7,0.868
ORD0031190,V00505,2023-01-24,6,29.54,1.24,0.48,1,wallet,C008056,29.06,0.754
ORD0031191,V00503,2024-05-24,7,83.85,5.84,9.35,1,cash,C008510,74.5,0.301
ORD0031192,V00753,2023-08-02,2,29.39,3.68,5.4,0,wallet,C014684,23.99,0.755
ORD0031193,V00537,2024-04-30,1,105.89,4.9,3.81,0,card,C013819,102.08,0.118
ORD0031194,V00316,2023-05-14,3,108.36,4.68,0.47,0,card,C012101,107.89,0.097
ORD0031195,V00496,2024-01-24,4,35.53,5.17,1.38,0,cash,C011661,34.15,0.704
ORD0031196,V00117,2023-03-02,3,17.11,3.66,6.2,0,card,C008442,10.91,0.857
ORD0031197,V00342,2024-04-27,5,52.3,0.99,6.96,0,card,C000858,45.34,0.564
ORD0031198,V00882,2024-12-08,3,96.28,3.51,11.59,0,card,C003851,84.69,0.198
ORD0031199,V00240,2023-06-20,5,17.4,1.95,6.69,0,card,C000298,10.71,0.855
ORD0031200,V00687,2023-01-05,7,16.41,4.66,8.55,1,card,C013273,7.86,0.863
ORD0031201,V00994,2023-04-08,4,33.14,3.94,1.22,0,card,C002715,31.92,0.724
ORD0031202,V00445,2023-10-08,2,84.66,0.78,5.87,0,card,C004692,78.79,0.294
ORD0031203,V00852,2024-07-03,5,48.05,4.95,8.32,0,card,C012309,39.73,0.6
ORD0031204,V00740,2024-09-20,2,89.72,3.21,11.81,0,cash,C009431,77.91,0.252
ORD0031205,V00997,2024-03-09,7,51.55,3.88,2.41,0,card,C013906,49.14,0.57
ORD0031206,V00487,2024-05-08,7,14.09,1.42,9.96,0,cash,C002221,4.13,0.883
ORD0031207,V00765,2024-07-21,3,119.83,3.64,5.86,0,card,C003590,113.97,0.001
ORD0031208,V00411,2024-12-29,3,83.32,1.53,14.16,0,wallet,C011052,69.16,0.306
ORD0031209,V00892,2023-01-20,7,77.6,3.08,8.6,1,card,C011082,69.0,0.353
ORD0031210,V00623,2024-07-23,4,61.76,2.94,0.28,0,cash,C011968,61.48,0.485
ORD0031211,V00753,2023-05-24,2,14.56,4.38,6.93,0,cash,C000032,7.63,0.879
ORD0031212,V00736,2024-01-31,4,118.3,0.51,6.54,1,card,C000160,111.76,0.014
ORD0031213,V00298,2023-10-09,5,58.56,0.62,0.95,0,card,C009177,57.61,0.512
ORD0031214,V00052,2024-08-10,3,9.75,3.16,2.96,1,card,C003513,6.79,0.919
ORD0031215,V00733,2023-08-01,3,44.48,0.63,14.44,0,wallet,C003676,30.04,0.629
ORD0031216,V00304,2023-05-01,3,8.79,4.78,5.83,0,card,C004959,2.96,0.927
ORD0031217,V00288,2023-05-15,6,63.28,5.11,7.81,1,card,C001977,55.47,0.473
ORD0031218,V00664,2023-05-06,3,91.72,1.72,6.8,0,card,C014718,84.92,0.236
ORD0031219,V00899,2023-10-20,7,115.08,3.7,4.48,0,card,C008740,110.6,0.041
ORD0031220,V00118,2024-02-12,3,101.99,2.12,7.21,0,cash,C007862,94.78,0.15
ORD0031221,V00923,2023-07-21,5,36.18,0.92,14.88,0,cash,C013196,21.3,0.698
ORD0031222,V00969,2024-08-29,5,44.91,5.86,14.7,0,card,C001973,30.21,0.626
ORD0031223,V00424,2023-11-01,7,64.77,4.71,13.35,0,card,C012770,51.42,0.46
ORD0031224,V00791,2024-03-28,4,83.78,5.97,1.19,0,cash,C005246,82.59,0.302
ORD0031225,V00647,2024-02-11,1,89.68,0.32,0.16,0,cash,C011582,89.52,0.253
ORD0031226,V00209,2023-07-08,3,102.7,1.61,2.09,0,card,C005128,100.61,0.144
ORD0031227,V00127,2023-11-28,3,30.84,0.57,10.03,0,cash,C012944,20.81,0.743
ORD0031228,V00293,2024-10-19,1,17.85,2.49,11.02,0,card,C011217,6.83,0.851
ORD0031229,V00519,2023-10-12,4,25.42,4.09,1.2,0,card,C000300,24.22,0.788
ORD0031230,V00222,2023-05-28,5,113.49,4.16,9.01,0,card,C013254,104.48,0.054
ORD0031231,V00077,2024-08-15,3,20.22,5.76,7.29,0,wallet,C003211,12.93,0.831
ORD0031232,V00338,2024-10-10,4,41.68,4.15,9.42,0,card,C010110,32.26,0.653
ORD0031233,V00863,2023-06-18,1,27.51,3.38,1.37,0,cash,C010247,26.14,0.771
ORD0031234,V00790,2024-02-02,5,17.73,0.93,10.17,0,wallet,C003181,7.56,0.852
ORD0031235,V00846,2024-12-20,5,65.58,5.02,10.94,0,card,C000898,54.64,0.453
ORD0031236,V00850,2023-10-31,4,48.63,1.83,2.57,0,wallet,C012736,46.06,0.595
ORD0031237,V00739,2023-12-19,2,88.56,1.56,12.61,0,card,C013766,75.95,0.262
ORD0031238,V00913,2024-02-20,2,50.14,1.52,0.96,0,card,C003766,49.18,0.582
ORD0031239,V00275,2023-07-30,6,68.89,2.73,0.08,0,card,C008349,68.81,0.426
ORD0031240,V00863,2023-07-15,6,99.37,0.07,11.93,0,card,C014026,87.44,0.172
ORD0031241,V00807,2024-09-04,2,65.66,1.77,7.83,1,wallet,C000161,57.83,0.453
ORD0031242,V00117,2023-04-22,7,55.3,3.71,4.64,0,cash,C003120,50.66,0.539
ORD0031243,V00292,2024-04-16,1,20.2,3.1,2.34,0,cash,C012313,17.86,0.832
ORD0031244,V00271,2023-05-23,2,69.33,1.06,13.84,0,card,C006049,55.49,0.422
ORD0031245,V00447,2024-08-22,4,16.4,4.15,6.58,0,card,C004416,9.82,0.863
ORD0031246,V00157,2024-08-25,5,17.06,5.17,5.28,0,card,C003372,11.78,0.858
ORD0031247,V00572,2024-10-07,4,56.89,4.93,0.4,0,card,C001728,56.49,0.526
ORD0031248,V00184,2023-11-04,4,64.73,5.92,7.61,0,card,C013548,57.12,0.461
ORD0031249,V00424,2023-01-12,3,90.85,5.9,0.73,0,card,C004085,90.12,0.243
ORD0031250,V00656,2023-08-09,1,57.5,5.18,8.78,0,wallet,C007226,48.72,0.521
ORD0031251,V00673,2024-02-09,5,76.46,3.51,8.34,1,card,C012054,68.12,0.363
ORD0031252,V00601,2024-08-09,3,110.78,4.92,4.81,0,cash,C003606,105.97,0.077
ORD0031253,V00016,2023-09-26,7,113.1,5.9,6.0,0,card,C001792,107.1,0.057
ORD0031254,V00926,2024-06-01,1,35.35,3.05,7.97,0,card,C002475,27.38,0.705
ORD0031255,V00761,2024-11-11,5,57.46,1.79,6.58,0,card,C011653,50.88,0.521
ORD0031256,V00098,2023-03-23,3,66.08,3.26,6.89,1,card,C009359,59.19,0.449
ORD0031257,V00962,2024-11-14,6,56.4,5.2,8.2,0,card,C006049,48.2,0.53
ORD0031258,V00616,2023-04-23,2,115.79,2.23,13.42,0,cash,C013042,102.37,0.035
ORD0031259,V00300,2023-07-05,4,38.39,1.32,3.31,0,card,C011377,35.08,0.68
ORD0031260,V00747,2024-10-19,6,64.71,3.06,14.69,0,card,C000473,50.02,0.461
ORD0031261,V00422,2024-02-28,2,19.46,5.46,1.05,0,card,C013022,18.41,0.838
ORD0031262,V00307,2024-12-20,5,77.43,1.16,13.08,1,card,C012697,64.35,0.355
ORD0031263,V00956,2024-01-28,6,42.74,2.61,6.57,0,card,C004433,36.17,0.644
ORD0031264,V00274,2023-10-27,6,97.64,3.13,4.09,0,card,C009025,93.55,0.186
ORD0031265,V00261,2024-08-03,3,19.99,2.65,9.45,0,card,C014734,10.54,0.833
ORD0031266,V00239,2024-04-16,3,106.18,0.8,9.1,0,cash,C008436,97.08,0.115
ORD0031267,V00936,2023-04-01,3,54.46,0.55,13.02,0,card,C010272,41.44,0.546
ORD0031268,V00774,2024-09-27,4,51.84,1.51,0.28,0,card,C014061,51.56,0.568
ORD0031269,V00332,2024-02-24,3,92.79,2.12,9.04,1,card,C014886,83.75,0.227
ORD0031270,V00115,2024-04-07,1,39.75,0.6,11.6,0,cash,C012004,28.15,0.669
ORD0031271,V00268,2024-11-19,1,103.61,2.56,12.76,0,card,C008937,90.85,0.137
ORD0031272,V00012,2023-01-27,1,36.9,2.44,10.72,0,wallet,C001775,26.18,0.692
ORD0031273,V00073,2024-02-26,6,89.13,4.13,3.67,0,cash,C012635,85.46,0.257
ORD0031274,V00874,2024-11-29,2,11.42,2.84,9.35,0,cash,C010100,2.07,0.905
ORD0031275,V00406,2024-07-17,5,85.61,4.59,6.94,0,cash,C008866,78.67,0.287
ORD0031276,V00817,2023-08-18,2,35.2,3.05,8.58,0,cash,C008170,26.62,0.707
ORD0031277,V00178,2023-08-12,6,88.61,5.4,3.41,0,card,C011498,85.2,0.262
ORD0031278,V00976,2023-12-03,2,100.09,4.05,1.34,1,cash,C005980,98.75,0.166
ORD0031279,V00772,2023-08-14,4,24.6,5.29,6.4,0,card,C009260,18.2,0.795
ORD0031280,V00946,2024-09-06,6,24.21,0.34,7.19,0,wallet,C013890,17.02,0.798
ORD0031281,V00259,2023-04-24,2,90.68,5.63,0.16,0,wallet,C009275,90.52,0.244
ORD0031282,V00400,2023-02-03,4,24.54,0.23,1.56,0,card,C007578,22.98,0.795
ORD0031283,V00270,2023-04-18,7,7.25,5.67,14.62,0,cash,C003741,-7.37,0.94
ORD0031284,V00832,2024-02-03,1,12.09,4.44,8.54,0,card,C002264,3.55,0.899
ORD0031285,V00632,2023-04-21,1,8.0,4.64,13.6,0,card,C011374,-5.6,0.933
ORD0031286,V00681,2023-06-23,2,109.36,1.23,7.32,0,card,C002907,102.04,0.089
ORD0031287,V00486,2023-12-25,2,104.49,4.06,11.24,0,card,C010521,93.25,0.129
ORD0031288,V00580,2024-08-07,7,68.87,3.74,2.83,0,cash,C009557,66.04,0.426
ORD0031289,V00059,2023-01-29,1,63.92,1.85,9.09,0,card,C002182,54.83,0.467
ORD0031290,V00642,2023-04-27,7,33.05,2.77,10.51,0,card,C014333,22.54,0.725
ORD0031291,V00887,2024-02-15,3,62.43,4.33,4.96,0,card,C013657,57.47,0.48
ORD0031292,V00266,2023-09-10,1,112.09,3.45,8.52,0,card,C007881,103.57,0.066
ORD0031293,V00075,2024-08-04,7,70.57,1.51,9.23,0,card,C008605,61.34,0.412
ORD0031294,V00999,2024-09-08,3,11.54,0.78,7.69,0,card,C000639,3.85,0.904
ORD0031295,V00090,2023-10-06,1,9.26,1.14,14.34,0,card,C010190,-5.08,0.923
