vendor_id,vendor_name,country,city,cuisine_type,vendor_tier,rating,avg_prep_time_min,is_active,total_orders,avg_order_value,avg_discount,avg_affordability_score,avg_delivery_fee,total_revenue,unique_customers,avg_items_per_order,affordability_segment,performance_tier
V00443,Restaurant_443,Turkey,Berlin,Turkish,Budget,3.3,14,True,49,71.01,8.73,0.408,2.93,3051.32,49,4.1,Mid Affordability,Low Performer
V00403,Restaurant_403,Taiwan,Istanbul,Healthy,Standard,3.0,36,True,50,64.94,7.07,0.459,2.72,2893.47,50,3.7,Mid Affordability,Low Performer
V00091,Restaurant_91,Turkey,Sarajevo,Fast Food,Budget,4.8,32,False,37,65.99,7.43,0.45,2.7,2166.94,37,3.8,Mid Affordability,Low Performer
V00575,Restaurant_575,Germany,Sarajevo,Healthy,Budget,3.2,30,True,49,66.5,7.07,0.446,3.02,2911.96,49,3.8,Mid Affordability,Low Performer
V00496,Restaurant_496,Bangladesh,Sarajevo,Healthy,Standard,2.9,34,True,50,55.19,7.12,0.54,3.42,2403.45,50,3.6,Mid Affordability,Low Performer
V00543,Restaurant_543,Taiwan,Berlin,Fast Food,Standard,2.9,19,True,52,64.28,7.97,0.464,3.13,2928.02,52,3.6,Mid Affordability,Low Performer
V00768,Restaurant_768,Germany,Taipei,Fast Food,Standard,3.6,27,True,42,57.58,7.0,0.52,3.18,2124.47,42,3.7,Mid Affordability,Low Performer
V00205,Restaurant_205,Saudi Arabia,Taipei,Mexican,Standard,3.5,11,True,48,71.42,8.26,0.405,3.0,3031.58,48,3.7,Mid Affordability,Low Performer
V00527,Restaurant_527,UAE,Sarajevo,Dessert,Budget,4.2,41,True,52,63.53,8.6,0.471,2.99,2856.12,52,4.0,Mid Affordability,Low Performer
V00731,Restaurant_731,Bangladesh,Berlin,Healthy,Standard,3.3,26,False,42,64.73,6.99,0.461,3.25,2425.08,42,4.0,Mid Affordability,Low Performer
V00344,Restaurant_344,Saudi Arabia,Taipei,Indian,Premium,4.6,15,True,34,59.26,8.17,0.506,2.97,1737.21,34,3.7,Mid Affordability,Low Performer
V00881,Restaurant_881,Bangladesh,Istanbul,Indian,Standard,4.9,34,True,53,65.75,7.67,0.452,2.78,3078.3,53,3.5,Mid Affordability,Low Performer
V00338,Restaurant_338,Bosnia,Berlin,Dessert,Standard,4.3,32,False,33,56.78,8.53,0.527,3.19,1592.21,33,3.3,Mid Affordability,Low Performer
V00053,Restaurant_53,Bosnia,Berlin,Mexican,Budget,4.0,23,True,50,62.89,6.35,0.476,3.22,2826.78,50,3.7,Mid Affordability,Low Performer
V00118,Restaurant_118,Taiwan,Istanbul,Mexican,Budget,3.2,35,True,48,62.06,7.52,0.483,2.89,2617.85,48,4.4,Mid Affordability,Low Performer
V00396,Restaurant_396,Bangladesh,Riyadh,Asian,Standard,2.5,27,True,51,70.96,7.67,0.409,2.89,3227.86,51,4.1,Mid Affordability,Low Performer
V00470,Restaurant_470,Germany,Berlin,Healthy,Budget,3.6,39,True,31,66.12,8.25,0.449,3.01,1794.1,31,3.9,Mid Affordability,Low Performer
V00063,Restaurant_63,Turkey,Taipei,Indian,Standard,4.9,35,True,45,59.4,7.41,0.505,3.18,2339.48,45,4.0,Mid Affordability,Low Performer
V00219,Restaurant_219,Germany,Dhaka,Dessert,Standard,4.2,34,False,46,65.1,6.88,0.458,3.32,2677.95,46,4.0,Mid Affordability,Low Performer
V00748,Restaurant_748,Taiwan,Dubai,Mexican,Standard,4.7,31,True,44,60.79,7.07,0.493,2.58,2363.33,44,4.1,Mid Affordability,Low Performer
V00900,Restaurant_900,Germany,Taipei,Turkish,Budget,4.3,29,True,42,59.97,7.34,0.5,3.06,2210.21,42,4.1,Mid Affordability,Low Performer
V00582,Restaurant_582,Turkey,Riyadh,Italian,Budget,4.5,12,True,51,60.58,6.91,0.495,3.09,2736.81,51,4.3,Mid Affordability,Low Performer
V00196,Restaurant_196,Bangladesh,Dhaka,Dessert,Standard,3.4,31,True,46,60.27,7.93,0.498,2.92,2407.63,46,3.3,Mid Affordability,Low Performer
V00127,Restaurant_127,Bosnia,Berlin,Healthy,Standard,3.0,13,True,34,56.89,8.64,0.526,2.76,1640.54,34,4.3,Mid Affordability,Low Performer
V00509,Restaurant_509,Saudi Arabia,Berlin,Asian,Budget,4.1,26,True,63,61.51,6.77,0.487,3.0,3448.42,63,4.1,Mid Affordability,Low Performer
V00148,Restaurant_148,Bangladesh,Berlin,Asian,Standard,5.0,23,True,38,60.46,7.85,0.496,2.66,1998.85,38,4.7,Mid Affordability,Low Performer
V00641,Restaurant_641,Bosnia,Taipei,Italian,Standard,4.8,24,True,35,63.55,7.61,0.47,2.9,1957.69,35,4.1,Mid Affordability,Low Performer
V00917,Restaurant_917,Taiwan,Riyadh,Turkish,Budget,4.4,35,True,41,56.16,7.88,0.532,3.1,1979.51,41,3.9,Mid Affordability,Low Performer
V00436,Restaurant_436,Germany,Taipei,Fast Food,Standard,4.0,38,True,45,62.22,7.05,0.481,3.15,2482.81,45,4.0,Mid Affordability,Low Performer
V00469,Restaurant_469,Bosnia,Berlin,Indian,Standard,3.6,11,True,50,59.54,7.21,0.504,3.11,2616.71,50,4.0,Mid Affordability,Low Performer
V00247,Restaurant_247,Turkey,Dubai,Healthy,Budget,2.9,26,False,42,60.75,7.09,0.494,2.79,2253.61,42,4.5,Mid Affordability,Low Performer
V00586,Restaurant_586,Saudi Arabia,Istanbul,Indian,Premium,3.9,13,False,41,70.83,7.46,0.41,3.21,2598.07,41,4.1,Mid Affordability,Low Performer
V00312,Restaurant_312,Turkey,Sarajevo,Turkish,Standard,3.4,30,True,37,64.47,6.67,0.463,3.34,2138.54,37,4.2,Mid Affordability,Low Performer
V00179,Restaurant_179,Germany,Sarajevo,Mexican,Budget,2.8,13,False,46,60.0,8.43,0.5,2.97,2372.31,46,3.5,Mid Affordability,Low Performer
V00486,Restaurant_486,Bangladesh,Dhaka,Indian,Budget,4.1,28,False,45,61.72,7.76,0.486,2.97,2428.39,45,4.1,Mid Affordability,Low Performer
V00970,Restaurant_970,Bosnia,Riyadh,Mexican,Premium,3.4,31,True,42,62.69,7.27,0.477,3.06,2327.88,42,3.8,Mid Affordability,Low Performer
V00415,Restaurant_415,Bangladesh,Dubai,Healthy,Standard,3.2,14,False,54,59.82,7.12,0.501,3.49,2845.62,54,3.9,Mid Affordability,Low Performer
V00217,Restaurant_217,Bosnia,Berlin,Asian,Budget,4.7,10,True,44,62.84,8.0,0.476,3.01,2412.75,44,3.8,Mid Affordability,Low Performer
V00907,Restaurant_907,UAE,Dhaka,Italian,Standard,3.0,22,True,45,73.44,7.55,0.388,3.03,2965.06,45,3.9,Low Affordability,Low Performer
V00776,Restaurant_776,Saudi Arabia,Dubai,Fast Food,Standard,3.6,37,True,34,63.71,6.96,0.469,2.38,1929.55,34,3.9,Mid Affordability,Low Performer
V00498,Restaurant_498,Saudi Arabia,Dubai,Italian,Budget,4.9,10,True,50,59.9,6.6,0.501,3.14,2665.01,50,3.3,Mid Affordability,Low Performer
V00839,Restaurant_839,Bosnia,Dhaka,Turkish,Budget,3.3,41,True,49,53.73,6.48,0.552,3.1,2315.14,49,3.8,Mid Affordability,Low Performer
V00432,Restaurant_432,Bosnia,Sarajevo,Turkish,Premium,3.5,27,True,39,63.24,8.19,0.473,3.45,2146.93,39,4.2,Mid Affordability,Low Performer
V00665,Restaurant_665,Saudi Arabia,Dhaka,Italian,Standard,4.9,14,True,46,76.11,6.94,0.366,3.04,3182.16,46,4.2,Low Affordability,Low Performer
V00067,Restaurant_67,Turkey,Berlin,Mexican,Standard,4.0,25,True,45,73.41,7.08,0.388,2.88,2984.57,45,3.6,Low Affordability,Low Performer
V00212,Restaurant_212,UAE,Berlin,Asian,Budget,2.7,22,False,53,60.42,7.69,0.496,2.66,2795.04,53,4.0,Mid Affordability,Low Performer
V00749,Restaurant_749,Bangladesh,Taipei,Turkish,Standard,2.9,21,True,54,62.73,7.35,0.477,3.09,2990.79,54,4.0,Mid Affordability,Low Performer
V00478,Restaurant_478,UAE,Taipei,Healthy,Standard,2.8,18,True,43,62.65,8.37,0.478,2.73,2334.13,43,4.1,Mid Affordability,Low Performer
V00823,Restaurant_823,Bangladesh,Sarajevo,Dessert,Standard,4.8,44,True,48,62.63,7.16,0.478,2.77,2662.7,48,4.0,Mid Affordability,Low Performer
V00571,Restaurant_571,Bangladesh,Sarajevo,Mexican,Budget,3.3,10,True,54,62.69,7.75,0.478,2.91,2966.41,54,4.2,Mid Affordability,Low Performer
V00928,Restaurant_928,Bosnia,Berlin,Italian,Standard,3.3,44,True,51,62.05,7.5,0.483,2.8,2782.48,51,4.1,Mid Affordability,Low Performer
V00644,Restaurant_644,Taiwan,Istanbul,Indian,Standard,3.5,17,False,40,61.68,7.27,0.486,2.71,2176.31,40,3.4,Mid Affordability,Low Performer
V00372,Restaurant_372,Bangladesh,Dubai,Asian,Premium,2.9,10,True,36,59.65,7.82,0.503,3.0,1866.05,36,3.8,Mid Affordability,Low Performer
V00181,Restaurant_181,Taiwan,Riyadh,Italian,Budget,4.3,43,True,47,62.53,8.66,0.479,3.04,2531.85,47,3.7,Mid Affordability,Low Performer
V00021,Restaurant_21,Bangladesh,Dubai,Dessert,Standard,3.5,22,True,62,62.63,7.39,0.478,3.05,3425.2,62,3.9,Mid Affordability,Low Performer
V00171,Restaurant_171,Bosnia,Dhaka,Fast Food,Premium,4.7,20,True,42,63.36,8.21,0.472,2.93,2316.01,42,3.6,Mid Affordability,Low Performer
V00996,Restaurant_996,Bangladesh,Riyadh,Mexican,Premium,3.5,22,True,52,58.32,6.78,0.514,2.76,2680.2,52,4.8,Mid Affordability,Low Performer
V00682,Restaurant_682,Taiwan,Istanbul,Healthy,Standard,2.8,38,True,39,63.45,8.1,0.471,2.74,2158.51,39,4.0,Mid Affordability,Low Performer
V00172,Restaurant_172,Turkey,Dhaka,Healthy,Premium,3.1,34,True,44,63.5,9.3,0.471,3.15,2384.66,44,4.3,Mid Affordability,Low Performer
V00720,Restaurant_720,Taiwan,Taipei,Turkish,Budget,2.9,39,True,40,62.89,7.82,0.476,2.91,2202.84,40,4.2,Mid Affordability,Low Performer
V00708,Restaurant_708,Bosnia,Berlin,Dessert,Budget,4.2,29,True,46,56.75,6.63,0.527,2.82,2305.77,46,4.0,Mid Affordability,Low Performer
V00743,Restaurant_743,Germany,Dubai,Indian,Budget,4.5,32,True,48,52.45,8.5,0.563,3.18,2109.76,48,3.6,Mid Affordability,Low Performer
V00675,Restaurant_675,Bosnia,Berlin,Mexican,Budget,3.4,41,True,40,61.05,7.79,0.491,3.59,2130.45,40,4.4,Mid Affordability,Low Performer
V00393,Restaurant_393,UAE,Sarajevo,Dessert,Standard,4.2,12,True,48,72.94,7.03,0.392,3.08,3163.78,48,4.2,Low Affordability,Low Performer
V00864,Restaurant_864,Germany,Riyadh,Turkish,Budget,3.3,30,True,51,62.75,7.68,0.477,3.33,2808.47,51,4.4,Mid Affordability,Low Performer
V00139,Restaurant_139,Germany,Riyadh,Turkish,Standard,3.6,36,False,36,58.85,7.34,0.51,3.23,1854.26,36,4.0,Mid Affordability,Low Performer
V00793,Restaurant_793,Saudi Arabia,Taipei,Italian,Budget,2.5,42,False,46,59.19,7.2,0.507,2.67,2391.24,45,3.7,Mid Affordability,Low Performer
V00739,Restaurant_739,UAE,Istanbul,Healthy,Standard,5.0,15,False,50,64.4,7.76,0.463,3.0,2831.67,50,3.9,Mid Affordability,Low Performer
V00317,Restaurant_317,Germany,Sarajevo,Turkish,Budget,2.6,41,True,50,63.82,7.12,0.468,2.86,2835.06,50,4.3,Mid Affordability,Low Performer
V00332,Restaurant_332,Germany,Berlin,Indian,Standard,3.2,33,True,41,71.88,6.99,0.401,2.72,2660.45,41,4.2,Mid Affordability,Low Performer
V00468,Restaurant_468,Turkey,Taipei,Turkish,Budget,4.4,44,True,48,68.0,7.89,0.433,3.03,2885.19,48,4.0,Mid Affordability,Low Performer
V00884,Restaurant_884,Taiwan,Dhaka,Indian,Standard,3.6,28,False,48,64.19,8.42,0.465,3.44,2677.16,48,3.9,Mid Affordability,Low Performer
V00256,Restaurant_256,Germany,Dhaka,Healthy,Budget,2.8,21,True,45,59.41,7.27,0.505,2.82,2346.5,45,3.9,Mid Affordability,Low Performer
V00815,Restaurant_815,Bangladesh,Riyadh,Fast Food,Budget,4.6,29,True,41,53.67,7.35,0.553,2.31,1899.1,41,4.0,Mid Affordability,Low Performer
V00789,Restaurant_789,UAE,Istanbul,Fast Food,Budget,4.6,33,True,31,61.15,7.3,0.49,2.8,1669.36,31,3.7,Mid Affordability,Low Performer
V00398,Restaurant_398,Saudi Arabia,Riyadh,Fast Food,Standard,3.8,17,True,40,71.79,6.73,0.402,2.92,2602.29,39,3.9,Mid Affordability,Low Performer
V00993,Restaurant_993,Turkey,Taipei,Fast Food,Standard,4.8,24,True,52,65.51,7.41,0.454,3.51,3021.43,52,4.0,Mid Affordability,Low Performer
V00182,Restaurant_182,Saudi Arabia,Sarajevo,Healthy,Standard,4.9,26,True,43,58.62,6.91,0.511,3.22,2223.62,43,3.9,Mid Affordability,Low Performer
V00315,Restaurant_315,Saudi Arabia,Dhaka,Turkish,Standard,2.7,40,True,41,73.71,7.08,0.386,2.69,2731.81,41,4.3,Low Affordability,Low Performer
V00442,Restaurant_442,Bangladesh,Istanbul,Indian,Budget,3.3,37,True,39,58.74,6.89,0.511,2.96,2021.85,39,4.1,Mid Affordability,Low Performer
V00024,Restaurant_24,Saudi Arabia,Dubai,Asian,Standard,4.4,25,True,49,54.38,7.88,0.547,3.16,2278.36,49,3.8,Mid Affordability,Low Performer
V00878,Restaurant_878,Bangladesh,Taipei,Mexican,Standard,3.8,30,True,55,61.22,7.17,0.49,2.76,2972.79,55,3.5,Mid Affordability,Low Performer
V00467,Restaurant_467,Saudi Arabia,Dhaka,Mexican,Standard,5.0,29,True,42,60.85,7.12,0.493,2.93,2256.62,42,3.9,Mid Affordability,Low Performer
V00395,Restaurant_395,Taiwan,Dubai,Italian,Standard,3.9,28,True,50,67.91,7.37,0.434,2.83,3027.04,50,4.5,Mid Affordability,Low Performer
V00796,Restaurant_796,Saudi Arabia,Dubai,Turkish,Budget,3.1,10,False,43,65.42,8.0,0.455,2.72,2469.34,43,4.0,Mid Affordability,Low Performer
V00366,Restaurant_366,Taiwan,Sarajevo,Fast Food,Budget,4.5,33,True,33,60.43,6.76,0.496,2.77,1771.13,33,4.1,Mid Affordability,Low Performer
V00816,Restaurant_816,Turkey,Riyadh,Fast Food,Standard,4.8,21,False,68,66.29,7.46,0.448,3.07,4000.36,67,3.7,Mid Affordability,Low Performer
V00254,Restaurant_254,Germany,Berlin,Italian,Premium,3.9,30,True,43,61.05,7.65,0.491,2.9,2296.03,43,4.3,Mid Affordability,Low Performer
V00857,Restaurant_857,Turkey,Dhaka,Fast Food,Standard,2.8,32,True,33,63.66,7.11,0.469,3.35,1866.19,33,4.3,Mid Affordability,Low Performer
V00402,Restaurant_402,Saudi Arabia,Sarajevo,Healthy,Standard,3.8,14,True,39,63.98,6.44,0.467,3.11,2243.87,39,4.0,Mid Affordability,Low Performer
V00473,Restaurant_473,Saudi Arabia,Dubai,Healthy,Budget,3.8,12,True,41,56.25,7.8,0.531,2.68,1986.68,41,3.7,Mid Affordability,Low Performer
V00670,Restaurant_670,Germany,Berlin,Asian,Premium,3.4,26,True,54,58.49,7.06,0.513,3.13,2777.03,54,4.1,Mid Affordability,Low Performer
V00361,Restaurant_361,Bangladesh,Riyadh,Turkish,Premium,4.8,23,False,53,59.4,7.45,0.505,3.14,2753.15,53,4.3,Mid Affordability,Low Performer
V00795,Restaurant_795,Turkey,Berlin,Fast Food,Budget,4.4,17,True,41,56.01,7.59,0.533,2.78,1985.36,41,4.2,Mid Affordability,Low Performer
V00493,Restaurant_493,Bangladesh,Berlin,Turkish,Standard,2.7,31,False,43,61.87,6.84,0.484,3.29,2366.11,43,3.7,Mid Affordability,Low Performer
V00494,Restaurant_494,Turkey,Taipei,Asian,Premium,4.9,43,True,42,59.43,6.56,0.505,3.56,2220.3,42,3.6,Mid Affordability,Low Performer
V00949,Restaurant_949,Saudi Arabia,Dubai,Turkish,Standard,4.1,41,True,49,58.61,7.26,0.511,3.04,2516.14,49,3.8,Mid Affordability,Low Performer
V00588,Restaurant_588,Bangladesh,Sarajevo,Dessert,Premium,3.5,10,True,41,57.23,5.77,0.523,3.61,2110.21,41,4.0,Mid Affordability,Low Performer
V00281,Restaurant_281,Bosnia,Taipei,Italian,Standard,4.1,43,True,48,65.36,9.01,0.455,2.92,2704.57,48,4.1,Mid Affordability,Low Performer
V00777,Restaurant_777,Bosnia,Istanbul,Dessert,Premium,2.5,30,False,46,66.82,7.64,0.443,2.56,2722.42,46,3.6,Mid Affordability,Low Performer
V00149,Restaurant_149,Taiwan,Taipei,Healthy,Budget,4.8,19,False,53,76.26,8.12,0.365,2.75,3611.33,53,3.7,Low Affordability,Low Performer
V00456,Restaurant_456,UAE,Dubai,Italian,Standard,2.6,11,True,58,70.09,7.25,0.416,3.11,3645.02,58,4.2,Mid Affordability,Low Performer
V00448,Restaurant_448,Bosnia,Istanbul,Healthy,Standard,4.5,21,True,39,63.5,6.72,0.471,3.22,2214.72,39,4.2,Mid Affordability,Low Performer
V00948,Restaurant_948,Turkey,Istanbul,Dessert,Standard,3.3,19,True,64,54.92,7.15,0.542,3.0,3057.21,64,3.8,Mid Affordability,Low Performer
V00694,Restaurant_694,Taiwan,Dubai,Healthy,Standard,3.5,39,True,49,64.38,8.46,0.464,3.18,2739.78,49,4.0,Mid Affordability,Low Performer
V00176,Restaurant_176,UAE,Sarajevo,Healthy,Standard,4.4,27,True,52,58.07,7.44,0.516,2.79,2632.68,52,4.2,Mid Affordability,Low Performer
V00692,Restaurant_692,Germany,Taipei,Indian,Standard,3.5,12,True,42,59.24,7.76,0.506,2.45,2162.09,42,3.4,Mid Affordability,Low Performer
V00756,Restaurant_756,UAE,Istanbul,Asian,Standard,3.9,39,True,48,63.04,7.77,0.475,2.52,2653.34,48,3.9,Mid Affordability,Low Performer
V00441,Restaurant_441,UAE,Taipei,Mexican,Standard,3.4,14,True,46,55.08,7.0,0.541,2.81,2211.86,46,4.2,Mid Affordability,Low Performer
V00622,Restaurant_622,UAE,Berlin,Indian,Standard,4.4,26,True,35,61.26,8.83,0.49,3.0,1835.04,35,4.6,Mid Affordability,Low Performer
V00330,Restaurant_330,Germany,Taipei,Italian,Premium,3.1,34,True,47,59.56,7.4,0.504,3.16,2451.46,47,3.6,Mid Affordability,Low Performer
V00801,Restaurant_801,Bosnia,Istanbul,Indian,Standard,4.7,44,True,38,67.66,7.51,0.436,2.87,2285.82,37,4.1,Mid Affordability,Low Performer
V00133,Restaurant_133,Germany,Istanbul,Mexican,Standard,4.8,40,False,59,61.78,8.16,0.485,3.32,3163.53,59,4.1,Mid Affordability,Low Performer
V00673,Restaurant_673,Turkey,Istanbul,Healthy,Standard,3.3,24,True,45,52.38,7.77,0.564,2.86,2007.37,45,4.4,Mid Affordability,Low Performer
V00688,Restaurant_688,Germany,Taipei,Italian,Budget,2.5,28,True,39,65.26,8.35,0.456,2.56,2219.43,39,3.9,Mid Affordability,Low Performer
V00070,Restaurant_70,Bosnia,Dhaka,Italian,Standard,4.3,21,True,42,65.64,6.29,0.453,2.78,2492.64,42,3.4,Mid Affordability,Low Performer
V00246,Restaurant_246,Germany,Berlin,Healthy,Standard,4.5,10,True,62,62.32,7.28,0.481,2.93,3412.09,62,3.9,Mid Affordability,Low Performer
V00663,Restaurant_663,Taiwan,Berlin,Dessert,Standard,4.6,16,True,44,59.64,8.1,0.503,3.03,2267.77,44,4.4,Mid Affordability,Low Performer
V00601,Restaurant_601,Turkey,Taipei,Dessert,Premium,4.7,42,True,54,69.55,6.17,0.42,3.31,3422.91,54,4.3,Mid Affordability,Low Performer
V00501,Restaurant_501,Bosnia,Dhaka,Dessert,Budget,2.5,18,True,44,55.19,7.37,0.54,2.62,2103.99,44,3.7,Mid Affordability,Low Performer
V00304,Restaurant_304,Bosnia,Berlin,Healthy,Premium,2.7,32,True,50,58.48,7.24,0.513,3.41,2562.4,50,4.6,Mid Affordability,Low Performer
V00677,Restaurant_677,Bangladesh,Taipei,Mexican,Budget,3.7,25,True,43,71.11,7.27,0.407,2.83,2744.9,43,4.0,Mid Affordability,Low Performer
V00539,Restaurant_539,Bosnia,Istanbul,Italian,Budget,4.6,27,True,40,63.23,6.76,0.473,3.17,2258.78,40,4.2,Mid Affordability,Low Performer
V00941,Restaurant_941,UAE,Berlin,Healthy,Standard,2.8,28,True,48,66.99,8.14,0.442,3.21,2824.42,48,4.1,Mid Affordability,Low Performer
V00915,Restaurant_915,Bosnia,Riyadh,Turkish,Premium,4.2,17,True,43,68.11,7.73,0.432,2.86,2596.31,43,4.0,Mid Affordability,Low Performer
V00757,Restaurant_757,Turkey,Berlin,Indian,Premium,3.4,21,True,53,60.58,6.92,0.495,2.53,2843.87,53,4.0,Mid Affordability,Low Performer
V00750,Restaurant_750,Bosnia,Riyadh,Fast Food,Standard,4.5,22,True,45,60.41,7.71,0.497,3.53,2371.16,45,4.0,Mid Affordability,Low Performer
V00086,Restaurant_86,Turkey,Sarajevo,Italian,Standard,4.4,18,True,41,61.26,8.16,0.489,3.24,2177.4,41,3.7,Mid Affordability,Low Performer
V00924,Restaurant_924,Taiwan,Dhaka,Healthy,Budget,4.8,36,True,50,58.53,7.49,0.512,2.71,2552.08,50,3.7,Mid Affordability,Low Performer
V00648,Restaurant_648,Bangladesh,Berlin,Dessert,Premium,4.9,28,True,45,57.02,7.87,0.525,2.94,2211.76,45,3.8,Mid Affordability,Low Performer
V00668,Restaurant_668,Germany,Riyadh,Indian,Budget,4.2,16,False,43,53.93,7.75,0.551,2.49,1985.86,43,3.9,Mid Affordability,Low Performer
V00206,Restaurant_206,Saudi Arabia,Dhaka,Italian,Standard,3.9,17,True,31,67.57,7.46,0.437,3.11,1863.35,31,3.1,Mid Affordability,Low Performer
V00409,Restaurant_409,Saudi Arabia,Dhaka,Fast Food,Budget,3.1,37,True,45,64.61,6.42,0.461,3.28,2618.56,44,4.1,Mid Affordability,Low Performer
V00041,Restaurant_41,Bangladesh,Istanbul,Asian,Standard,3.3,37,True,37,57.07,7.4,0.524,2.92,1837.72,37,4.1,Mid Affordability,Low Performer
V00590,Restaurant_590,Taiwan,Riyadh,Asian,Standard,5.0,21,True,56,58.65,7.86,0.511,3.04,2844.28,56,4.3,Mid Affordability,Low Performer
V00324,Restaurant_324,Bosnia,Berlin,Healthy,Premium,4.9,31,True,40,69.79,7.94,0.418,2.93,2473.92,40,3.6,Mid Affordability,Low Performer
V00764,Restaurant_764,Taiwan,Sarajevo,Fast Food,Standard,4.4,11,True,47,64.08,6.94,0.466,2.95,2685.48,47,4.0,Mid Affordability,Low Performer
V00820,Restaurant_820,Taiwan,Taipei,Mexican,Standard,4.0,19,True,45,62.82,7.79,0.476,2.7,2476.0,45,3.9,Mid Affordability,Low Performer
V00138,Restaurant_138,Turkey,Sarajevo,Asian,Budget,3.4,42,True,44,56.08,7.67,0.533,2.82,2129.66,44,3.7,Mid Affordability,Low Performer
V00094,Restaurant_94,Turkey,Taipei,Healthy,Standard,4.4,31,True,39,64.26,6.97,0.464,2.76,2234.52,39,3.8,Mid Affordability,Low Performer
V00170,Restaurant_170,Bosnia,Dhaka,Dessert,Standard,3.7,21,True,37,49.97,6.89,0.583,2.73,1593.89,37,4.2,Mid Affordability,Low Performer
V00266,Restaurant_266,Germany,Dubai,Asian,Budget,4.0,32,True,53,71.99,6.94,0.4,2.84,3447.66,53,4.5,Mid Affordability,Low Performer
V00982,Restaurant_982,Saudi Arabia,Dubai,Turkish,Budget,4.7,10,True,53,68.85,7.54,0.426,3.64,3249.32,53,4.0,Mid Affordability,Low Performer
V00836,Restaurant_836,Germany,Taipei,Turkish,Budget,4.2,23,True,57,67.3,6.6,0.439,3.04,3460.35,56,4.1,Mid Affordability,Low Performer
V00088,Restaurant_88,Bangladesh,Dhaka,Turkish,Standard,4.1,20,True,44,66.06,7.26,0.449,2.62,2587.0,43,4.3,Mid Affordability,Low Performer
V00064,Restaurant_64,Germany,Dubai,Turkish,Budget,4.0,10,False,32,62.71,8.41,0.477,3.64,1737.44,32,4.1,Mid Affordability,Low Performer
V00650,Restaurant_650,UAE,Istanbul,Italian,Budget,2.8,19,False,37,65.12,7.0,0.457,3.04,2150.22,37,3.4,Mid Affordability,Low Performer
V00435,Restaurant_435,Turkey,Berlin,Dessert,Standard,4.6,35,True,45,76.23,7.24,0.365,3.11,3104.52,45,3.8,Low Affordability,Low Performer
V00685,Restaurant_685,UAE,Dubai,Asian,Budget,4.7,16,False,49,57.97,7.78,0.517,2.81,2459.3,49,4.4,Mid Affordability,Low Performer
V00296,Restaurant_296,UAE,Taipei,Italian,Standard,3.2,29,True,47,57.46,7.5,0.521,2.83,2347.84,47,4.0,Mid Affordability,Low Performer
V00891,Restaurant_891,UAE,Berlin,Healthy,Budget,5.0,31,True,51,58.42,8.39,0.513,3.21,2551.59,51,4.3,Mid Affordability,Low Performer
V00517,Restaurant_517,Bangladesh,Berlin,Mexican,Budget,3.0,13,True,47,58.76,7.77,0.51,2.99,2396.57,47,4.6,Mid Affordability,Low Performer
V00669,Restaurant_669,UAE,Taipei,Italian,Standard,3.3,10,True,38,63.43,7.27,0.471,2.82,2133.96,38,4.3,Mid Affordability,Low Performer
V00707,Restaurant_707,Bangladesh,Taipei,Italian,Standard,4.0,24,True,44,72.49,6.7,0.396,2.42,2894.9,44,3.9,Low Affordability,Low Performer
V00960,Restaurant_960,Saudi Arabia,Berlin,Fast Food,Standard,4.0,37,True,36,63.32,8.21,0.472,3.16,1983.99,36,4.2,Mid Affordability,Low Performer
V00255,Restaurant_255,Taiwan,Taipei,Dessert,Standard,3.0,44,True,43,61.75,6.66,0.485,2.63,2368.65,43,3.8,Mid Affordability,Low Performer
V00026,Restaurant_26,Germany,Berlin,Dessert,Budget,2.8,18,False,52,61.82,7.71,0.485,3.03,2813.86,52,4.1,Mid Affordability,Low Performer
V00853,Restaurant_853,Taiwan,Sarajevo,Turkish,Standard,2.6,19,True,46,56.53,7.93,0.529,2.92,2235.58,46,4.3,Mid Affordability,Low Performer
V00592,Restaurant_592,Turkey,Istanbul,Indian,Standard,3.5,32,True,48,60.02,7.27,0.5,2.92,2531.94,48,3.6,Mid Affordability,Low Performer
V00373,Restaurant_373,Taiwan,Dubai,Turkish,Standard,3.3,14,True,43,62.44,8.17,0.48,2.77,2333.5,43,3.5,Mid Affordability,Low Performer
V00046,Restaurant_46,Saudi Arabia,Istanbul,Indian,Standard,2.6,19,True,49,65.35,8.08,0.455,2.73,2806.63,49,4.1,Mid Affordability,Low Performer
V00845,Restaurant_845,Bosnia,Dhaka,Dessert,Budget,5.0,30,True,51,59.29,6.67,0.506,2.94,2683.67,51,4.0,Mid Affordability,Low Performer
V00482,Restaurant_482,Turkey,Riyadh,Indian,Premium,3.1,11,True,48,60.77,6.85,0.494,3.06,2588.08,48,4.0,Mid Affordability,Low Performer
V00464,Restaurant_464,Turkey,Berlin,Turkish,Budget,4.4,36,True,50,60.32,6.69,0.497,3.08,2681.36,50,4.1,Mid Affordability,Low Performer
V00681,Restaurant_681,Bosnia,Dhaka,Turkish,Standard,3.7,10,True,37,67.3,6.46,0.439,2.65,2251.34,37,3.4,Mid Affordability,Low Performer
V00066,Restaurant_66,Taiwan,Istanbul,Healthy,Standard,4.5,37,True,55,56.12,7.14,0.532,2.8,2694.15,55,3.7,Mid Affordability,Low Performer
